MLAT MLON date time
64.9 90.0 20150202 1930
63.8 105.0 20150202 1930
63.2 120.0 20150202 1930
63.1 135.0 20150202 1930
63.5 150.0 20150202 1930
64.5 165.0 20150202 1930
65.8 180.0 20150202 1930
67.5 195.0 20150202 1930
69.4 210.0 20150202 1930
71.4 225.0 20150202 1930
73.4 240.0 20150202 1930
75.1 255.0 20150202 1930
76.6 270.0 20150202 1930
77.7 285.0 20150202 1930
78.3 300.0 20150202 1930
78.4 315.0 20150202 1930
78.0 330.0 20150202 1930
77.1 345.0 20150202 1930
75.7 0.0 20150202 1930
75.7 0.0 20150202 2000
74.1 15.0 20150202 2000
72.2 30.0 20150202 2000
70.2 45.0 20150202 2000
68.2 60.0 20150202 2000
66.4 75.0 20150202 2000
64.9 90.0 20150202 2000
63.8 105.0 20150202 2000
63.2 120.0 20150202 2000
63.1 135.0 20150202 2000
63.5 150.0 20150202 2000
64.5 165.0 20150202 2000
65.8 180.0 20150202 2000
67.5 195.0 20150202 2000
69.4 210.0 20150202 2000
71.4 225.0 20150202 2000
73.4 240.0 20150202 2000
75.1 255.0 20150202 2000
76.6 270.0 20150202 2000
77.7 285.0 20150202 2000
78.3 300.0 20150202 2000
78.4 315.0 20150202 2000
78.0 330.0 20150202 2000
77.1 345.0 20150202 2000
75.7 0.0 20150202 2000
71.1 0.0 20150202 2030
69.5 15.0 20150202 2030
68.1 30.0 20150202 2030
66.9 45.0 20150202 2030
66.0 60.0 20150202 2030
65.5 75.0 20150202 2030
65.3 90.0 20150202 2030
65.6 105.0 20150202 2030
66.2 120.0 20150202 2030
67.2 135.0 20150202 2030
68.5 150.0 20150202 2030
69.9 165.0 20150202 2030
71.4 180.0 20150202 2030
73.0 195.0 20150202 2030
74.4 210.0 20150202 2030
75.6 225.0 20150202 2030
76.5 240.0 20150202 2030
77.0 255.0 20150202 2030
77.2 270.0 20150202 2030
76.9 285.0 20150202 2030
76.3 300.0 20150202 2030
75.3 315.0 20150202 2030
74.0 330.0 20150202 2030
72.6 345.0 20150202 2030
71.1 0.0 20150202 2030
68.3 0.0 20150202 2100
66.9 15.0 20150202 2100
65.7 30.0 20150202 2100
64.7 45.0 20150202 2100
63.9 60.0 20150202 2100
63.4 75.0 20150202 2100
63.3 90.0 20150202 2100
63.5 105.0 20150202 2100
64.1 120.0 20150202 2100
64.9 135.0 20150202 2100
66.0 150.0 20150202 2100
67.2 165.0 20150202 2100
68.5 180.0 20150202 2100
69.8 195.0 20150202 2100
71.1 210.0 20150202 2100
72.1 225.0 20150202 2100
72.9 240.0 20150202 2100
73.3 255.0 20150202 2100
73.5 270.0 20150202 2100
73.3 285.0 20150202 2100
72.7 300.0 20150202 2100
71.9 315.0 20150202 2100
70.8 330.0 20150202 2100
69.6 345.0 20150202 2100
68.3 0.0 20150202 2100
68.3 0.0 20150202 2130
66.9 15.0 20150202 2130
65.7 30.0 20150202 2130
64.7 45.0 20150202 2130
63.9 60.0 20150202 2130
63.4 75.0 20150202 2130
63.3 90.0 20150202 2130
63.5 105.0 20150202 2130
64.1 120.0 20150202 2130
64.9 135.0 20150202 2130
66.0 150.0 20150202 2130
67.2 165.0 20150202 2130
68.5 180.0 20150202 2130
69.8 195.0 20150202 2130
71.1 210.0 20150202 2130
72.1 225.0 20150202 2130
72.9 240.0 20150202 2130
73.3 255.0 20150202 2130
73.5 270.0 20150202 2130
73.3 285.0 20150202 2130
72.7 300.0 20150202 2130
71.9 315.0 20150202 2130
70.8 330.0 20150202 2130
69.6 345.0 20150202 2130
68.3 0.0 20150202 2130
66.2 0.0 20150202 2200
64.7 15.0 20150202 2200
63.4 30.0 20150202 2200
62.3 45.0 20150202 2200
61.6 60.0 20150202 2200
61.3 75.0 20150202 2200
61.4 90.0 20150202 2200
61.8 105.0 20150202 2200
62.7 120.0 20150202 2200
63.9 135.0 20150202 2200
65.3 150.0 20150202 2200
66.9 165.0 20150202 2200
68.4 180.0 20150202 2200
70.0 195.0 20150202 2200
71.3 210.0 20150202 2200
72.4 225.0 20150202 2200
73.1 240.0 20150202 2200
73.4 255.0 20150202 2200
73.3 270.0 20150202 2200
72.8 285.0 20150202 2200
72.0 300.0 20150202 2200
70.8 315.0 20150202 2200
69.4 330.0 20150202 2200
67.8 345.0 20150202 2200
66.2 0.0 20150202 2200
66.2 0.0 20150202 2230
64.4 15.0 20150202 2230
62.7 30.0 20150202 2230
61.4 45.0 20150202 2230
60.4 60.0 20150202 2230
59.9 75.0 20150202 2230
59.9 90.0 20150202 2230
60.4 105.0 20150202 2230
61.3 120.0 20150202 2230
62.6 135.0 20150202 2230
64.3 150.0 20150202 2230
66.1 165.0 20150202 2230
68.0 180.0 20150202 2230
69.8 195.0 20150202 2230
71.5 210.0 20150202 2230
72.8 225.0 20150202 2230
73.8 240.0 20150202 2230
74.3 255.0 20150202 2230
74.3 270.0 20150202 2230
73.8 285.0 20150202 2230
72.9 300.0 20150202 2230
71.5 315.0 20150202 2230
69.9 330.0 20150202 2230
68.1 345.0 20150202 2230
66.2 0.0 20150202 2230
67.2 0.0 20150202 2300
65.3 15.0 20150202 2300
63.6 30.0 20150202 2300
62.1 45.0 20150202 2300
60.9 60.0 20150202 2300
60.2 75.0 20150202 2300
60.0 90.0 20150202 2300
60.3 105.0 20150202 2300
61.1 120.0 20150202 2300
62.3 135.0 20150202 2300
63.8 150.0 20150202 2300
65.6 165.0 20150202 2300
67.5 180.0 20150202 2300
69.5 195.0 20150202 2300
71.2 210.0 20150202 2300
72.7 225.0 20150202 2300
73.9 240.0 20150202 2300
74.6 255.0 20150202 2300
74.8 270.0 20150202 2300
74.5 285.0 20150202 2300
73.7 300.0 20150202 2300
72.5 315.0 20150202 2300
71.0 330.0 20150202 2300
69.2 345.0 20150202 2300
67.2 0.0 20150202 2300
69.6 0.0 20150202 2330
67.7 15.0 20150202 2330
65.9 30.0 20150202 2330
64.3 45.0 20150202 2330
63.0 60.0 20150202 2330
62.1 75.0 20150202 2330
61.7 90.0 20150202 2330
61.7 105.0 20150202 2330
62.3 120.0 20150202 2330
63.3 135.0 20150202 2330
64.7 150.0 20150202 2330
66.3 165.0 20150202 2330
68.2 180.0 20150202 2330
70.1 195.0 20150202 2330
71.9 210.0 20150202 2330
73.5 225.0 20150202 2330
74.7 240.0 20150202 2330
75.6 255.0 20150202 2330
76.1 270.0 20150202 2330
76.0 285.0 20150202 2330
75.4 300.0 20150202 2330
74.4 315.0 20150202 2330
73.1 330.0 20150202 2330
71.4 345.0 20150202 2330
69.6 0.0 20150202 2330
