-6.93241706845 3.61548762387 0.5   True 64.0 0.0 419.985261617 56.0349255035 "2012-10-23 07:16:00"
8.83068343804 2.92692813126 0.5   True 56.5 0.0 485.060257797 46.453892053 "2013-10-02 08:30:00"
3.66160639923 1.85112645514 0.5   True 57.0 0.0 463.363951092 33.5265240948 "2013-10-02 08:30:00"
8.83068343804   55.9 -0.66 False 56.0 0.0 670.175236673  "2013-10-02 08:30:00"
8.83068343804   55.92 0.51 False 56.0 1.0 498.301516116  "2013-10-02 08:30:00"
8.83068343804   56.42 0.51 False 56.5 1.0 497.97587832  "2013-10-02 08:30:00"
3.66160639923   57.49 0.83 False 57.5 1.0 169.90205341  "2013-10-02 08:30:00"
3.66160639923   57.87 -4.97 False 58.0 -3.0 1973.43020979  "2013-10-02 08:30:00"
2.01242147422 2.23006767987 0.5   True 57.0 0.0 431.686404859 39.5698727941 "2013-10-02 08:32:00"
6.42487551166 2.90741797639 0.5   True 56.5 0.0 416.160184432 41.9545609239 "2013-10-02 08:32:00"
6.42487551166   55.93 -0.63 False 56.0 0.0 635.288665501  "2013-10-02 08:32:00"
2.01242147422   57.47 -0.71 False 57.5 0.0 714.041327163  "2013-10-02 08:32:00"
2.01242147422   57.5 0.9 False 57.5 1.0 100.795832631  "2013-10-02 08:32:00"
2.01242147422   58.49 0.61 False 58.5 1.0 393.052541592  "2013-10-02 08:32:00"
8.63266916357 2.37443968048 0.5   True 56.5 0.0 333.916829617 24.3264816608 "2013-10-02 08:36:00"
8.63266916357   56.38 1.23 False 56.5 2.0 780.959926981  "2013-10-02 08:36:00"
8.63266916357   57.45 1.68 False 57.5 2.0 319.439174801  "2013-10-02 08:36:00"
8.63266916357   57.87 -2.83 False 58.0 -2.0 837.67374102  "2013-10-02 08:36:00"
-9.44798869218 4.76724656722 0.5   True 58.0 0.0 487.560021077 68.6899318706 "2013-10-02 08:42:00"
-4.08606047839 3.77357340853 1.5   True 57.0 0.0 396.9401915 76.5943435538 "2013-10-02 08:42:00"
-4.01034642673 3.21010297727 0.5   True 57.5 0.0 542.043142941 69.4274726843 "2013-10-02 08:42:00"
-4.08606047839   56.55 1.25 False 56.5 2.0 751.089780204  "2013-10-02 08:42:00"
-22.6330744902 6.81099788181 1.0   True 57.0 0.0 240.52305026 37.8929124177 "2013-10-02 08:44:00"
-22.6330744902   56.84 1.18 False 56.5 2.0 887.389741257  "2013-10-02 08:44:00"
-22.6330744902   57.64 -0.34 False 57.5 0.0 371.906896437  "2013-10-02 08:44:00"
-22.761671462 7.11491636956 1.0   True 57.0 0.0 135.4919295 21.4891815879 "2013-10-02 08:46:00"
-22.761671462   56.85 1.16 False 56.5 2.0 905.545361822  "2013-10-02 08:46:00"
-8.34909972268 8.06232853048 1.0   True 57.0 1.0 397.641059011 66.6284583011 "2013-10-02 08:52:00"
-8.34909972268   55.09 1.37 False 55.0 2.0 640.532783243  "2013-10-02 08:52:00"
-8.34909972268   55.61 1.24 False 55.5 2.0 765.433472998  "2013-10-02 08:52:00"
-8.34909972268   56.09 1.4 False 56.0 2.0 607.238089423  "2013-10-02 08:52:00"
-8.34909972268   56.6 1.3 False 56.5 2.0 708.916981946  "2013-10-02 08:52:00"
-8.34909972268   57.16 -3.09 False 57.0 -2.0 1104.87337364  "2013-10-02 08:52:00"
-8.34909972268   57.09 1.41 False 57.0 2.0 599.145192056  "2013-10-02 08:52:00"
-8.34909972268   57.58 1.48 False 57.5 2.0 521.373000597  "2013-10-02 08:52:00"
-13.7917314093 8.11964495014 0.5   True 60.5 -6.0 763.668707921 50.1396904305 "2013-10-02 03:34:00"
-10.7670571155 1.71248492775 1.0   True 58.5 -5.0 1003.34054668 35.4367414243 "2013-10-02 03:34:00"
-24.4543354622 4.56625388128 1.0   True 59.5 -6.0 849.973408351 43.3378734672 "2013-10-02 03:34:00"
-24.4543354622   54.24 -6.53 False 54.0 -6.0 576.943581367  "2013-10-02 03:34:00"
-24.4543354622   54.75 -6.56 False 54.5 -6.0 615.575222143  "2013-10-02 03:34:00"
-24.4543354622   55.34 -6.75 False 55.0 -6.0 821.194283907  "2013-10-02 03:34:00"
-24.4543354622   55.82 -6.71 False 55.5 -6.0 780.473317063  "2013-10-02 03:34:00"
-24.4543354622   56.33 -6.72 False 56.0 -6.0 793.376868924  "2013-10-02 03:34:00"
-24.4543354622   56.83 -6.73 False 56.5 -6.0 806.145192229  "2013-10-02 03:34:00"
-24.4543354622   57.39 -6.85 False 57.0 -6.0 930.501349148  "2013-10-02 03:34:00"
-24.4543354622   57.88 -6.85 False 57.5 -6.0 929.043100464  "2013-10-02 03:34:00"
-10.7670571155   57.64 -5.74 False 57.5 -5.0 748.955205065  "2013-10-02 03:34:00"
-24.4543354622   58.39 -6.87 False 58.0 -6.0 953.605948765  "2013-10-02 03:34:00"
-10.7670571155   58.15 -5.78 False 58.0 -5.0 792.007761239  "2013-10-02 03:34:00"
-24.4543354622   58.9 -6.89 False 58.5 -6.0 972.965416573  "2013-10-02 03:34:00"
-24.4543354622   59.41 -6.89 False 59.0 -6.0 981.420430348  "2013-10-02 03:34:00"
-10.7670571155   59.21 -6.1 False 59.0 -5.0 1116.118321  "2013-10-02 03:34:00"
-19.1230334358   60.37 -7.06 False 60.0 -6.0 1124.05158703  "2013-10-02 03:34:00"
8.6597197634 3.58024048524 1.0   True 56.5 1.0 310.363149911 28.4734169692 "2013-10-02 09:42:00"
8.6597197634   56.94 -0.4 False 57.0 0.0 407.402834036  "2013-10-02 09:42:00"
8.6597197634   56.89 0.28 False 57.0 1.0 729.171951038  "2013-10-02 09:42:00"
-19.3360824694 3.23621756994 1.0   True 63.5 -1.0 474.413371685 37.5864581012 "2011-09-20 06:00:00"
-3.17580801976 3.00937261165 1.0   True 62.5 -1.0 252.712696805 16.3896074825 "2011-09-20 06:00:00"
-18.222544229 3.10212673354 1.0   True 63.5 -2.0 467.023439468 34.3998518639 "2011-09-20 06:00:00"
-14.6385047955 3.74943132071 1.0   True 63.0 -2.0 402.927871418 34.1016274721 "2011-09-20 06:00:00"
-10.9946639482 1.38691324766 0.5   True 63.0 -1.0 329.837743132 14.3874772391 "2011-09-20 06:00:00"
-3.17580801976   62.02 -0.29 False 62.0 0.0 285.588877913  "2011-09-20 06:00:00"
-3.17580801976   62.52 -0.4 False 62.5 0.0 401.865739471  "2011-09-20 06:00:00"
-19.487763827 4.48843070283 1.0   True 63.5 -2.0 450.903149522 40.3781111522 "2011-09-20 06:02:00"
-3.70358148524 3.2411699016 0.5   True 62.5 -1.0 234.301280631 15.0250676239 "2011-09-20 06:02:00"
-19.6427565638 3.05911132834 1.0   True 63.5 -1.0 500.02486703 38.7822582556 "2011-09-20 06:02:00"
-15.6861805038 4.21023341404 1.0   True 63.0 -2.0 405.72351686 33.4932272553 "2011-09-20 06:02:00"
-14.1672684505 3.33177775828 0.5   True 63.0 -1.0 369.011592654 39.7446460924 "2011-09-20 06:02:00"
-3.70358148524   62.02 -0.26 False 62.0 0.0 256.275077652  "2011-09-20 06:02:00"
-3.70358148524   62.52 -0.31 False 62.5 0.0 315.134772482  "2011-09-20 06:02:00"
-19.487763827   64.19 -3.53 False 64.0 -3.0 565.428930854  "2011-09-20 06:02:00"
-11.7834952963 8.89881552636 0.5   True 62.5 -1.0 514.673865538 112.152042458 "2011-09-20 06:04:00"
-12.3538353414 4.09190871433 1.5   True 63.0 -2.0 438.976337308 47.4726790493 "2011-09-20 06:04:00"
-11.4749473117 7.64686278742 1.0   True 62.5 0.0 450.199113872 103.226533581 "2011-09-20 06:04:00"
-10.0584835709 3.98392776013 1.0   True 63.0 -1.0 426.435758547 49.1414407092 "2011-09-20 06:04:00"
-23.8863885934 3.00432535974 0.5   True 63.5 -1.0 553.607894643 53.6328111165 "2011-09-20 06:04:00"
-11.4749473117   62.08 -0.38 False 62.0 0.0 392.739501905  "2011-09-20 06:04:00"
-7.40114585144 4.23295268029 1.0   True 62.5 -1.0 479.421129852 51.0346064928 "2011-09-20 06:06:00"
-19.3460830094 3.51324926235 0.5   True 63.0 -1.0 412.810030817 40.1492107851 "2011-09-20 06:06:00"
-11.4769747877 7.84975351531 1.0   True 62.5 0.0 427.987974112 93.9316454463 "2011-09-20 06:06:00"
-24.8199844818 3.52845921242 0.5   True 63.5 -1.0 501.417067276 49.1305473514 "2011-09-20 06:06:00"
-11.4769747877   62.14 -0.67 False 62.0 0.0 680.289597276  "2011-09-20 06:06:00"
-11.4769747877   62.07 0.65 False 62.0 1.0 353.748808754  "2011-09-20 06:06:00"
-24.8199844818   64.2 -3.43 False 64.0 -3.0 470.8938981  "2011-09-20 06:06:00"
-13.9768317406 4.58864840595 1.0   True 62.5 0.0 509.451527203 75.1263665231 "2011-09-20 06:08:00"
-18.0115388434 3.65224145732 1.0   True 63.0 0.0 441.631334293 57.5402665421 "2011-09-20 06:08:00"
-7.43390879039 3.99128598276 1.0   True 62.5 -1.0 444.869995736 45.9255638143 "2011-09-20 06:08:00"
-22.4542970288 1.95161938639 0.5   True 63.0 -1.0 492.501491113 27.3732254108 "2011-09-20 06:08:00"
-7.43390879039   62.1 -1.74 False 62.0 -1.0 742.865233507  "2011-09-20 06:08:00"
-13.9768317406   62.17 -0.67 False 62.0 0.0 688.751219975  "2011-09-20 06:08:00"
-13.9768317406   62.07 0.72 False 62.0 1.0 287.062140052  "2011-09-20 06:08:00"
-22.4542970288   63.76 -1.62 False 63.5 -1.0 671.149925663  "2011-09-20 06:08:00"
-22.4542970288   64.18 -3.43 False 64.0 -3.0 463.684250243  "2011-09-20 06:08:00"
-22.4542970288   64.66 -3.39 False 64.5 -3.0 421.989699384  "2011-09-20 06:08:00"
-22.4542970288   65.16 -3.39 False 65.0 -3.0 418.197784567  "2011-09-20 06:08:00"
-10.8394267151 4.2348434402 1.0   True 62.5 0.0 407.93036738 60.3010058859 "2011-09-20 06:10:00"
-12.9727998575 8.94232182446 1.5   True 62.0 0.0 356.948842682 85.1211865844 "2011-09-20 06:10:00"
-10.5935649392 9.64801916273 1.0   True 62.0 -1.0 417.641361157 81.4463038806 "2011-09-20 06:10:00"
-11.5484750906 4.98974443952 0.5   True 62.5 -1.0 364.28414894 47.2128213193 "2011-09-20 06:10:00"
-18.7693262696 4.31448415152 0.5   True 63.5 -1.0 410.849368241 46.2410979164 "2011-09-20 06:10:00"
-15.3534361847 2.37767064821 1.5   True 63.0 -2.0 426.107620493 24.5569940744 "2011-09-20 06:10:00"
-14.3861304665 2.62024779267 1.5   True 63.0 0.0 422.216626739 35.7839193036 "2011-09-20 06:10:00"
-16.2961394017 3.19830822381 0.5   True 63.0 -1.0 431.326275563 38.9235409666 "2011-09-20 06:10:00"
-12.4857779831 3.04194574332 1.0   True 62.5 0.0 690.651442428 64.4443472322 "2011-09-20 06:12:00"
-4.73981510137 3.62356664849 1.0   True 62.5 -1.0 533.60480078 45.8511200439 "2011-09-20 06:12:00"
-21.6283849603 7.00168676253 0.5   True 63.5 -1.0 406.85397321 66.8426403498 "2011-09-20 06:12:00"
-12.6653671992 2.29205739932 1.0   True 63.0 -2.0 439.82408526 24.9356143778 "2011-09-20 06:12:00"
-15.5301025095 2.42958903591 1.0   True 63.0 0.0 567.463059388 55.0937469841 "2011-09-20 06:12:00"
-12.3175371354 2.20078741574 1.0   True 63.0 -1.0 478.99235704 29.668646478 "2011-09-20 06:12:00"
-4.73981510137   62.07 -1.84 False 62.0 -1.0 840.942935546  "2011-09-20 06:12:00"
-12.4857779831   62.12 -0.52 False 62.0 0.0 537.182046141  "2011-09-20 06:12:00"
-12.2637478861 3.28272829593 1.0   True 62.5 0.0 717.212794644 70.9067090799 "2011-09-20 06:14:00"
-11.6659745188 3.5624443956 0.5   True 62.5 -1.0 558.586834999 51.7623500911 "2011-09-20 06:14:00"
-16.4713831221 3.73959383992 0.5   True 63.5 -1.0 447.098717011 41.7960457924 "2011-09-20 06:14:00"
-15.2984332491 3.37432491409 0.5   True 63.0 -1.0 559.863559279 49.631604271 "2011-09-20 06:14:00"
-14.7305429074 2.57015489033 1.5   True 63.0 0.0 585.032049651 45.2067477661 "2011-09-20 06:14:00"
-11.6659745188   62.19 -1.9 False 62.0 -1.0 922.678978759  "2011-09-20 06:14:00"
-12.2637478861   62.13 -0.6 False 62.0 0.0 616.271135229  "2011-09-20 06:14:00"
-12.2102368471 3.29235566015 1.0   True 62.5 0.0 723.810516336 70.6156603647 "2011-09-20 06:16:00"
-12.599722415 2.81966751977 0.5   True 62.5 -1.0 547.702259293 41.7404815151 "2011-09-20 06:16:00"
-19.9703857716 3.44190857322 0.5   True 63.5 -1.0 417.028068 37.7781415349 "2011-09-20 06:16:00"
-14.7087365661 1.74453054493 0.5   True 63.0 -1.0 526.929736372 26.4384710433 "2011-09-20 06:16:00"
-14.3890619523 2.5280366254 1.0   True 63.0 0.0 534.512446238 49.3719865367 "2011-09-20 06:16:00"
-12.599722415   62.25 -2.12 False 62.0 -1.0 1147.99426389  "2011-09-20 06:16:00"
-12.2102368471   62.24 -1.09 False 62.0 0.0 1111.95967381  "2011-09-20 06:16:00"
-12.599722415   62.61 -3.51 False 62.5 -3.0 521.584230146  "2011-09-20 06:16:00"
-14.7087365661   63.11 -3.43 False 63.0 -3.0 447.34059261  "2011-09-20 06:16:00"
-12.2433263763 1.8115236734 1.0   True 62.5 -2.0 602.62732873 21.5026032538 "2011-09-20 06:18:00"
-8.97796561398 2.37600019915 1.0   True 62.5 0.0 750.682975597 52.3929539657 "2011-09-20 06:18:00"
-8.39906524263 1.68408995554 0.5   True 62.5 -1.0 681.551977561 31.4585788632 "2011-09-20 06:18:00"
-5.60084810011 4.56965490312 0.5   True 62.0 -1.0 705.860150885 67.8517593617 "2011-09-20 06:18:00"
-15.1027442008 1.49731893698 0.5   True 63.5 -1.0 593.296694839 23.4809407905 "2011-09-20 06:18:00"
-11.1909415467 2.7136580952 0.5   True 63.0 -1.0 652.071815324 49.5635724191 "2011-09-20 06:18:00"
-10.2899701537 3.83218603097 1.0   True 63.0 0.0 623.332954524 81.8819746053 "2011-09-20 06:18:00"
-5.60084810011   61.07 -1.68 False 61.0 -1.0 682.607313492  "2011-09-20 06:18:00"
-5.60084810011   61.58 -1.83 False 61.5 -1.0 833.097086487  "2011-09-20 06:18:00"
-8.97796561398   61.65 -0.94 False 61.5 0.0 946.731332332  "2011-09-20 06:18:00"
-8.97796561398   62.07 -0.47 False 62.0 0.0 478.881765393  "2011-09-20 06:18:00"
-8.97796561398   62.06 0.65 False 62.0 1.0 355.991634592  "2011-09-20 06:18:00"
-12.2433263763   62.63 -3.6 False 62.5 -3.0 611.344749587  "2011-09-20 06:18:00"
-12.2433263763   63.13 -3.58 False 63.0 -3.0 590.030447502  "2011-09-20 06:18:00"
-12.2433263763   63.61 -3.52 False 63.5 -3.0 529.102602108  "2011-09-20 06:18:00"
-14.5238360415 12.6889611786 1.0   True 61.5 -1.0 673.115388352 153.741528858 "2011-09-20 06:20:00"
-11.6906673978 2.21368040011 1.0   True 62.5 0.0 769.302709738 55.4887408455 "2011-09-20 06:20:00"
-11.9837810689 5.43229379852 1.0   True 62.0 0.0 616.751102052 97.9150903424 "2011-09-20 06:20:00"
-12.448415647 1.6274674477 1.5   True 63.0 0.0 686.434347008 36.6588795336 "2011-09-20 06:20:00"
-6.64564419116 1.89732730619 1.0   True 62.5 -1.0 690.165105066 30.5520997006 "2011-09-20 06:20:00"
-4.27490093105 2.41867232545 1.0   True 62.0 -1.0 639.364693194 31.8331664603 "2011-09-20 06:20:00"
-16.0513933597 2.38874815844 0.5   True 63.5 -1.0 553.97472812 34.9822820952 "2011-09-20 06:20:00"
-11.217595135 1.69805574894 0.5   True 63.0 -1.0 713.570246875 34.3785685975 "2011-09-20 06:20:00"
-11.9837810689   62.12 0.42 False 62.0 1.0 592.601171503  "2011-09-20 06:20:00"
-6.64564419116   62.58 -3.71 False 62.5 -3.0 718.787270927  "2011-09-20 06:20:00"
-11.217595135   63.13 -3.66 False 63.0 -3.0 675.26939225  "2011-09-20 06:20:00"
-16.0513933597   63.65 -3.51 False 63.5 -3.0 531.446599434  "2011-09-20 06:20:00"
-13.4413805455 1.1211586226 0.5   True 63.5 -1.0 568.778384516 15.9678637336 "2011-09-20 06:22:00"
-12.9815369206 1.78051978984 1.0   True 62.5 0.0 727.075611331 43.0856347852 "2011-09-20 06:22:00"
-12.2871372617 2.30731511239 0.5   True 62.0 0.0 800.886805445 77.5244232412 "2011-09-20 06:22:00"
-9.39823485587 1.77913655595 1.0   True 62.0 -2.0 541.437773861 16.9388608801 "2011-09-20 06:22:00"
-8.97037312958 1.24417233446 0.5   True 62.5 -1.0 652.391711004 19.2692314988 "2011-09-20 06:22:00"
-9.88316045196 2.56219917165 0.5   True 61.5 -1.0 504.225355672 25.0236212058 "2011-09-20 06:22:00"
-7.73262907835 1.52216643995 1.5   True 62.0 -1.0 606.864279249 19.654051011 "2011-09-20 06:22:00"
-8.08837713467 1.38101589142 1.0   True 62.5 -2.0 578.870511192 15.4760821224 "2011-09-20 06:22:00"
-10.6891560074 0.870906765683 1.0   True 63.0 -2.0 577.825380711 11.0705612114 "2011-09-20 06:22:00"
-11.0879850157 0.834480890665 0.5   True 63.0 -1.0 647.529544125 14.4682828309 "2011-09-20 06:22:00"
-8.08837713467   62.59 -3.62 False 62.5 -3.0 627.225077734  "2011-09-20 06:22:00"
-10.6891560074   63.11 -3.59 False 63.0 -3.0 603.210737527  "2011-09-20 06:22:00"
-10.6891560074   63.61 -3.57 False 63.5 -3.0 584.401566988  "2011-09-20 06:22:00"
-10.6891560074   64.09 -3.46 False 64.0 -3.0 467.357156206  "2011-09-20 06:22:00"
-14.1850590565 0.851096161094 0.5   True 63.5 -1.0 568.631679764 12.3642841894 "2011-09-20 06:24:00"
-10.9084110011 1.41168643037 0.5   True 62.5 0.0 988.805154723 61.3438118695 "2011-09-20 06:24:00"
-13.6994924558 2.3250088808 1.0   True 62.0 0.0 756.234230541 59.7193871283 "2011-09-20 06:24:00"
-4.32795606212 2.49874991778 1.5   True 62.0 -2.0 573.554864855 29.9995450913 "2011-09-20 06:24:00"
-7.97452342115 1.84983238706 0.5   True 62.5 -1.0 678.507807587 30.0083927311 "2011-09-20 06:24:00"
-6.4756611652 4.22329273787 0.5   True 61.5 -1.0 542.82026073 42.9640686832 "2011-09-20 06:24:00"
-7.43569011113 2.62009382839 0.5   True 62.0 -1.0 621.403315852 37.6483310769 "2011-09-20 06:24:00"
-8.69686083082 1.74664045765 1.0   True 62.5 -2.0 567.859912975 19.7953603037 "2011-09-20 06:24:00"
-10.1063222439 1.46811057545 1.0   True 63.0 -2.0 577.619135331 18.5422920954 "2011-09-20 06:24:00"
-9.51217479605 1.44568208026 0.5   True 63.0 -1.0 662.091409883 25.0429156789 "2011-09-20 06:24:00"
-6.4756611652   61.06 -1.53 False 61.0 -1.0 529.765924263  "2011-09-20 06:24:00"
-13.6994924558   61.61 0.54 False 61.5 1.0 469.676743456  "2011-09-20 06:24:00"
-8.69686083082   62.61 -3.75 False 62.5 -3.0 757.824172578  "2011-09-20 06:24:00"
-10.1063222439   63.13 -3.72 False 63.0 -3.0 730.637851187  "2011-09-20 06:24:00"
-10.1063222439   63.61 -3.63 False 63.5 -3.0 635.416904487  "2011-09-20 06:24:00"
-10.1063222439   64.11 -3.61 False 64.0 -3.0 621.28441797  "2011-09-20 06:24:00"
-10.1063222439   64.59 -3.51 False 64.5 -3.0 518.564549449  "2011-09-20 06:24:00"
-10.1063222439   65.09 -3.51 False 65.0 -3.0 514.423904277  "2011-09-20 06:24:00"
-7.91301161957 2.68326918203 0.5   True 61.5 -1.0 472.304486132 24.4217569924 "2011-09-20 06:26:00"
-19.5302998927 5.73749735802 1.5   True 62.0 1.0 751.426083807 170.662398834 "2011-09-20 06:26:00"
-5.33205900682 2.636014961 1.0   True 62.0 -2.0 525.266283577 27.834680793 "2011-09-20 06:26:00"
-10.360329024 2.5127329821 1.5   True 62.0 0.0 568.722779507 36.0699907824 "2011-09-20 06:26:00"
-7.80419454139 1.45598007465 0.5   True 62.0 -1.0 569.587753338 19.4938422623 "2011-09-20 06:26:00"
-7.72836943981 1.7249988885 0.5   True 62.5 -1.0 657.827744268 27.1764568945 "2011-09-20 06:26:00"
-12.2508549398 1.1393457381 0.5   True 63.5 -1.0 563.458104251 15.5154475502 "2011-09-20 06:26:00"
-12.1265021574 1.10816448394 0.5   True 63.0 -1.0 609.68470204 16.0504384032 "2011-09-20 06:26:00"
-7.91301161957   61.07 -1.47 False 61.0 -1.0 477.769544471  "2011-09-20 06:26:00"
-5.33205900682   61.52 -3.25 False 61.5 -3.0 247.188391022  "2011-09-20 06:26:00"
-5.33205900682   62.08 -3.84 False 62.0 -3.0 843.933181948  "2011-09-20 06:26:00"
-5.33205900682   62.58 -3.83 False 62.5 -3.0 832.04523994  "2011-09-20 06:26:00"
-5.33205900682   63.08 -3.87 False 63.0 -3.0 872.412250102  "2011-09-20 06:26:00"
-5.33205900682   63.57 -3.71 False 63.5 -3.0 715.030133801  "2011-09-20 06:26:00"
-5.33205900682   64.07 -3.71 False 64.0 -3.0 716.883380783  "2011-09-20 06:26:00"
-5.33205900682   64.56 -3.63 False 64.5 -3.0 636.676061726  "2011-09-20 06:26:00"
-5.33205900682   65.56 -3.61 False 65.5 -3.0 614.527326503  "2011-09-20 06:26:00"
-14.0029039149 3.37353666916 1.0   True 62.5 -2.0 488.154376527 26.3076964051 "2011-09-20 06:28:00"
-11.5481362586 6.87461471393 1.5   True 61.5 0.0 629.742342146 87.2169248138 "2011-09-20 06:28:00"
-11.120571856 3.34063396436 1.5   True 62.0 0.0 611.064505715 48.3148915128 "2011-09-20 06:28:00"
-4.73061718694 3.07241831953 1.5   True 62.0 -1.0 648.643774481 43.2738020763 "2011-09-20 06:28:00"
-10.1981560444 3.79659774308 0.5   True 61.5 -1.0 539.062625437 38.1928091117 "2011-09-20 06:28:00"
-14.0483491472 2.91143705002 0.5   True 63.5 -1.0 407.648820669 25.4901075651 "2011-09-20 06:28:00"
-9.91026846733 1.85264897297 0.5   True 62.5 -1.0 622.962110277 27.6628745302 "2011-09-20 06:28:00"
-12.3176143094 1.50885176347 0.5   True 63.0 -1.0 573.196628104 20.3165685498 "2011-09-20 06:28:00"
-10.1981560444   61.11 -1.59 False 61.0 -1.0 598.849878095  "2011-09-20 06:28:00"
-14.0029039149   62.12 -3.5 False 62.0 -3.0 513.819471165  "2011-09-20 06:28:00"
-11.120571856   62.07 0.62 False 62.0 1.0 384.222432337  "2011-09-20 06:28:00"
-14.0029039149   62.66 -3.63 False 62.5 -3.0 647.804500726  "2011-09-20 06:28:00"
-14.0029039149   63.14 -3.56 False 63.0 -3.0 579.776092922  "2011-09-20 06:28:00"
-14.0029039149   63.64 -3.57 False 63.5 -3.0 590.762875594  "2011-09-20 06:28:00"
-14.0029039149   64.14 -3.58 False 64.0 -3.0 594.782634729  "2011-09-20 06:28:00"
-14.0029039149   64.62 -3.5 False 64.5 -3.0 511.586648433  "2011-09-20 06:28:00"
-14.0029039149   65.64 -3.56 False 65.5 -3.0 582.148322747  "2011-09-20 06:28:00"
-11.2927196853 6.78012363417 1.0   True 62.5 -1.0 433.574185656 44.5769055743 "2011-09-20 06:30:00"
-16.0171418944 2.32671856429 0.5   True 63.0 -1.0 435.826577708 17.4114699668 "2011-09-20 06:30:00"
-11.2927196853   62.1 -1.49 False 62.0 -1.0 501.997235188  "2011-09-20 06:30:00"
-11.2927196853   62.63 -3.63 False 62.5 -3.0 640.624547011  "2011-09-20 06:30:00"
-16.0171418944   63.16 -3.56 False 63.0 -3.0 579.378938711  "2011-09-20 06:30:00"
-16.0171418944   63.65 -3.51 False 63.5 -3.0 526.504368558  "2011-09-20 06:30:00"
-16.0171418944   64.15 -3.52 False 64.0 -3.0 543.043455022  "2011-09-20 06:30:00"
-3.76128134335 4.90424327652 0.5   True 63.0 -1.0 351.658424746 39.4048300807 "2011-09-20 06:34:00"
-3.76128134335   62.03 -1.5 False 62.0 -1.0 497.949839671  "2011-09-20 06:34:00"
-3.76128134335   62.55 -3.74 False 62.5 -3.0 744.862060539  "2011-09-20 06:34:00"
-3.76128134335   63.05 -3.77 False 63.0 -3.0 772.360750807  "2011-09-20 06:34:00"
-3.76128134335   63.55 -3.7 False 63.5 -3.0 706.108805694  "2011-09-20 06:34:00"
-3.76128134335   64.04 -3.67 False 64.0 -3.0 671.189128464  "2011-09-20 06:34:00"
-12.9787205131 10.3310423878 1.0   True 61.0 0.0 376.318126139 62.7305095264 "2011-09-20 08:04:00"
-12.9787205131   60.64 -0.6 False 60.5 0.0 616.196261164  "2011-09-20 08:04:00"
-12.9787205131   61.25 -2.07 False 61.0 -1.0 1095.71488784  "2011-09-20 08:04:00"
-12.9787205131   61.84 -3.46 False 61.5 -2.0 1496.29981354  "2011-09-20 08:04:00"
-12.9787205131   61.77 -2.16 False 61.5 -1.0 1188.43960691  "2011-09-20 08:04:00"
-3.36833772431 4.40975566999 0.5   True 60.5 1.0 603.608295619 71.5856073307 "2011-09-20 08:10:00"
-3.36833772431   60.04 0.37 False 60.0 1.0 632.782159218  "2011-09-20 08:10:00"
-3.36833772431   60.55 -0.83 False 60.5 0.0 831.292367682  "2011-09-20 08:10:00"
-3.36833772431   61.07 -2.25 False 61.0 -1.0 1255.27198157  "2011-09-20 08:10:00"
-3.36833772431   61.58 -2.37 False 61.5 -1.0 1367.51820634  "2011-09-20 08:10:00"
-22.4167268631 4.28262948352 0.5   True 61.0 1.0 590.778928047 52.6771850792 "2011-09-20 08:14:00"
-13.4008685975 13.2411292024 1.5   True 60.5 0.0 545.117077059 116.23437388 "2011-09-20 08:14:00"
-21.3699599368 8.08784518538 1.0   True 61.0 0.0 471.298644772 52.6653231015 "2011-09-20 08:14:00"
-21.3699599368   61.35 -1.88 False 61.0 -1.0 948.117537934  "2011-09-20 08:14:00"
-21.3699599368   61.91 -2.06 False 61.5 -1.0 1134.34499711  "2011-09-20 08:14:00"
-12.0360529526 3.76844932704 0.5   True 60.5 1.0 588.843905378 63.4158503229 "2011-09-20 08:16:00"
-12.0360529526   60.57 -0.34 False 60.5 0.0 346.801539769  "2011-09-20 08:16:00"
-12.0360529526   61.78 -2.29 False 61.5 -1.0 1323.39612959  "2011-09-20 08:16:00"
-17.0598125809 11.1621662665 1.0   True 60.5 0.0 417.076916336 54.4296594496 "2011-09-20 08:18:00"
-17.4264935549 10.3401934807 1.0   True 61.0 0.0 388.136318791 57.8510054635 "2011-09-20 08:18:00"
-17.0598125809   60.21 0.32 False 60.0 1.0 711.956598957  "2011-09-20 08:18:00"
-17.4264935549   61.41 -2.31 False 61.0 -1.0 1369.93269974  "2011-09-20 08:18:00"
-17.4264935549   62.03 -3.67 False 61.5 -2.0 1753.37759839  "2011-09-20 08:18:00"
-17.4264935549   61.89 -2.23 False 61.5 -1.0 1290.28605062  "2011-09-20 08:18:00"
-10.2416238625 6.83369778991 0.5   True 60.5 1.0 443.684489432 73.0219012576 "2011-09-20 08:20:00"
-9.23381708947 6.07295839669 1.0   True 60.5 0.0 457.322180535 46.9644234709 "2011-09-20 08:20:00"
-15.3067363136 12.5788236319 0.5   True 61.0 1.0 437.01310651 107.281695172 "2011-09-20 08:20:00"
-10.2416238625   60.13 0.27 False 60.0 1.0 737.436035592  "2011-09-20 08:20:00"
-9.23381708947   61.1 -1.59 False 61.0 -1.0 597.29753908  "2011-09-20 08:20:00"
-9.23381708947   61.75 -2.54 False 61.5 -1.0 1559.24219729  "2011-09-20 08:20:00"
-5.27681141027 3.51000980713 1.0   True 60.5 1.0 403.211788641 28.4151626545 "2011-09-20 08:22:00"
