-6.93241706845 3.61548762387 0.5   True 64.0 0.0 419.985261617 56.0349255035 "2012-10-23 07:16:00"
-15.2764938698 2.07043244366 1.0   True 61.0 -3.0 734.711109998 39.3919427267 "2011-09-12 04:10:00"
-16.298576771 3.36770854111 0.5   True 60.0 -3.0 671.42239998 52.2569566983 "2011-09-12 04:10:00"
-15.7819796237 1.92997169922 0.5   True 60.5 -3.0 826.787723292 38.7528081359 "2011-09-12 04:10:00"
-11.7082339005 3.25512090213 0.5   True 61.5 -3.0 640.921409394 59.7928847202 "2011-09-12 04:10:00"
-16.298576771   59.33 -2.14 False 59.0 -1.0 1191.06776003  "2011-09-12 04:10:00"
-16.298576771   59.89 -3.35 False 59.5 -2.0 1406.37875013  "2011-09-12 04:10:00"
-16.298576771   60.41 -3.4 False 60.0 -2.0 1460.19850324  "2011-09-12 04:10:00"
-11.7082339005   62.13 -5.61 False 62.0 -5.0 622.669280288  "2011-09-12 04:10:00"
-11.7082339005   62.63 -5.63 False 62.5 -5.0 645.93530823  "2011-09-12 04:10:00"
-11.7082339005   63.2 -5.96 False 63.0 -5.0 985.343110217  "2011-09-12 04:10:00"
-11.7082339005   63.72 -6.05 False 63.5 -5.0 1072.14661425  "2011-09-12 04:10:00"
-15.9321988844 0.935349414466 1.5   True 62.0 -5.0 600.321910761 13.9900461618 "2011-09-12 04:12:00"
-13.7224502305 3.80047178888 0.5   True 61.0 -3.0 788.374601789 78.6389253493 "2011-09-12 04:12:00"
-12.7591493219 3.35570014742 1.0   True 61.5 -3.0 619.416933893 63.1651836442 "2011-09-12 04:12:00"
-14.7496483005 2.48413530096 0.5   True 60.5 -3.0 816.271820714 52.0034291381 "2011-09-12 04:12:00"
-14.7496483005   59.17 -1.64 False 59.0 -1.0 657.373278099  "2011-09-12 04:12:00"
-14.7496483005   59.89 -3.46 False 59.5 -2.0 1512.48325579  "2011-09-12 04:12:00"
-14.7496483005   60.43 -3.62 False 60.0 -2.0 1670.92785148  "2011-09-12 04:12:00"
-15.9321988844   62.66 -5.57 False 62.5 -5.0 588.687730142  "2011-09-12 04:12:00"
-15.9321988844   63.2 -5.69 False 63.0 -5.0 720.352387567  "2011-09-12 04:12:00"
-15.9321988844   63.69 -5.65 False 63.5 -5.0 678.267703375  "2011-09-12 04:12:00"
-16.7148173433 2.98231172939 1.5   True 62.0 -5.0 750.125663722 42.332137663 "2011-09-12 04:14:00"
-14.523248214 3.65878976476 0.5   True 61.0 -3.0 916.523395502 80.2824030953 "2011-09-12 04:14:00"
-11.4856762023 3.90455084136 0.5   True 61.5 -3.0 629.770141396 73.0600806489 "2011-09-12 04:14:00"
-10.8647867839 1.94819949084 0.5   True 60.5 -3.0 749.046853816 37.733178409 "2011-09-12 04:14:00"
-10.8647867839   58.58 -1.4 False 58.5 -1.0 410.678269052  "2011-09-12 04:14:00"
-10.8647867839   59.11 -1.6 False 59.0 -1.0 608.540693368  "2011-09-12 04:14:00"
-10.8647867839   59.77 -3.43 False 59.5 -2.0 1456.44422335  "2011-09-12 04:14:00"
-10.8647867839   60.25 -3.29 False 60.0 -2.0 1310.37448783  "2011-09-12 04:14:00"
-16.7148173433   62.74 -5.81 False 62.5 -5.0 843.214181068  "2011-09-12 04:14:00"
-16.7148173433   63.24 -5.79 False 63.0 -5.0 829.397561318  "2011-09-12 04:14:00"
-16.7148173433   63.73 -5.78 False 63.5 -5.0 816.65306389  "2011-09-12 04:14:00"
-11.3592674396 3.41124133384 0.5   True 61.0 -3.0 1093.6020803 97.2237500362 "2011-09-12 04:16:00"
-12.3442618369 2.4849219739 0.5   True 60.0 -3.0 529.688340103 23.0077817406 "2011-09-12 04:16:00"
-10.7980438277 3.36837596198 0.5   True 60.5 -3.0 812.399001283 71.6675425725 "2011-09-12 04:16:00"
-11.262722111 2.36969240856 1.5   True 60.5 -2.0 794.844778242 60.9858835594 "2011-09-12 04:16:00"
-15.4096131073 3.36505772943 1.0   True 61.5 -3.0 1095.93059204 109.951859913 "2011-09-12 04:16:00"
-11.262722111   58.58 -1.4 False 58.5 -1.0 403.791732781  "2011-09-12 04:16:00"
-11.262722111   59.29 -3.46 False 59.0 -2.0 1484.46554029  "2011-09-12 04:16:00"
-11.262722111   59.16 -1.79 False 59.0 -1.0 810.133556197  "2011-09-12 04:16:00"
-11.262722111   59.8 -3.53 False 59.5 -2.0 1559.12661649  "2011-09-12 04:16:00"
-11.262722111   59.77 -2.36 False 59.5 -1.0 1383.98908611  "2011-09-12 04:16:00"
-11.262722111   60.31 -3.56 False 60.0 -2.0 1592.88957829  "2011-09-12 04:16:00"
-15.4096131073   62.73 -5.83 False 62.5 -5.0 856.74295894  "2011-09-12 04:16:00"
-15.4096131073   63.22 -5.8 False 63.0 -5.0 829.457792772  "2011-09-12 04:16:00"
-15.4096131073   63.73 -5.84 False 63.5 -5.0 872.181207739  "2011-09-12 04:16:00"
-14.2320536969 4.56776901252 1.5   True 60.0 -3.0 858.229876483 120.337592103 "2011-09-12 04:18:00"
-8.61576115497 1.50506761212 1.0   True 60.5 -2.0 539.539560305 27.0190017288 "2011-09-12 04:18:00"
-11.5729224714 3.91050420562 0.5   True 60.5 -3.0 698.360590881 68.4737267793 "2011-09-12 04:18:00"
-14.8917539749 6.54887251304 1.5   True 60.0 -2.0 724.906952727 139.152953657 "2011-09-12 04:18:00"
-10.5298191434 3.65451316561 0.5   True 61.0 -3.0 1046.26698711 99.4178579075 "2011-09-12 04:18:00"
-14.8917539749   59.42 -2.56 False 59.0 -1.0 1616.21220925  "2011-09-12 04:18:00"
-14.8917539749   59.94 -3.67 False 59.5 -2.0 1723.64190902  "2011-09-12 04:18:00"
-10.5298191434   62.67 -5.9 False 62.5 -5.0 910.776126272  "2011-09-12 04:18:00"
-10.5298191434   63.17 -5.93 False 63.0 -5.0 947.55579005  "2011-09-12 04:18:00"
-10.5298191434   63.66 -5.84 False 63.5 -5.0 852.134609015  "2011-09-12 04:18:00"
-15.5117499647 3.55831738418 1.5   True 60.0 -3.0 890.587382668 108.175325869 "2011-09-12 04:20:00"
-18.2648278173 3.26504321169 0.5   True 60.5 -3.0 801.897815759 67.8996385937 "2011-09-12 04:20:00"
-23.6102099286 6.69136515332 0.5   True 61.5 -3.0 988.639035946 160.81796671 "2011-09-12 04:20:00"
-16.4745830204 4.67645183788 1.5   True 60.0 -2.0 803.251153652 124.739963819 "2011-09-12 04:20:00"
-14.0329744288 2.97780808041 0.5   True 61.0 -3.0 1079.68552859 83.1214651289 "2011-09-12 04:20:00"
-16.4745830204   59.34 -2.16 False 59.0 -1.0 1211.13322319  "2011-09-12 04:20:00"
-23.6102099286   62.81 -5.71 False 62.5 -5.0 771.308887379  "2011-09-12 04:20:00"
-23.6102099286   63.29 -5.66 False 63.0 -5.0 715.311939311  "2011-09-12 04:20:00"
-23.6102099286   63.75 -5.56 False 63.5 -5.0 616.006572393  "2011-09-12 04:20:00"
-24.3935373837 6.070638331 0.5   True 60.0 -3.0 747.974352933 86.2970630032 "2011-09-12 04:22:00"
-20.5735537919 2.47728383296 0.5   True 60.5 -3.0 706.91215989 42.3884059428 "2011-09-12 04:22:00"
-19.1628856136 2.94116406724 1.5   True 60.0 -2.0 723.181264716 67.676329768 "2011-09-12 04:22:00"
-16.2654478801 1.90095597325 0.5   True 61.0 -3.0 1161.67542457 53.9277461204 "2011-09-12 04:22:00"
-19.1628856136   58.78 -1.8 False 58.5 -1.0 851.59287839  "2011-09-12 04:22:00"
-19.1628856136   59.24 -2.69 False 59.0 -2.0 728.47085178  "2011-09-12 04:22:00"
-19.1628856136   59.4 -2.15 False 59.0 -1.0 1218.3428298  "2011-09-12 04:22:00"
-19.1628856136   60.02 -3.51 False 59.5 -2.0 1596.2008169  "2011-09-12 04:22:00"
-16.2654478801   61.7 -5.67 False 61.5 -5.0 697.985359954  "2011-09-12 04:22:00"
-16.2654478801   61.96 -4.58 False 61.5 -3.0 1641.65478459  "2011-09-12 04:22:00"
-16.2654478801   62.7 -5.7 False 62.5 -5.0 729.350178918  "2011-09-12 04:22:00"
-16.2654478801   63.2 -5.69 False 63.0 -5.0 722.619503454  "2011-09-12 04:22:00"
-16.2654478801   64.14 -5.49 False 64.0 -5.0 511.027399431  "2011-09-12 04:22:00"
